"DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","PAYLOAD","SEATS","PASSENGERS","FREIGHT","MAIL","DISTANCE","RAMP_TO_RAMP","AIR_TIME","UNIQUE_CARRIER_NAME","CARRIER","ORIGIN","DEST","AIRCRAFT_GROUP","AIRCRAFT_TYPE","AIRCRAFT_CONFIG","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
0.00,1.00,36000.00,149.00,97.00,250.00,0.00,0.00,20.00,0.00,"Pan American Airways Corp.","PN","ABE","ABE",7,"715",1,2001,3,8,1,"F",
0.00,1.00,50580.00,180.00,174.00,198.00,887.00,151.00,52.00,34.00,"Delta Air Lines Inc.","DL","ABE","DCA",6,"622",1,2001,3,8,1,"F",
0.00,1.00,26740.00,103.00,88.00,0.00,470.00,67.00,50.00,29.00,"United Air Lines Inc.","UA","ABE","EWR",6,"620",1,2001,3,8,1,"F",
0.00,1.00,49000.00,182.00,126.00,0.00,0.00,67.00,60.00,41.00,"United Air Lines Inc.","UA","ABE","EWR",6,"622",1,2001,3,8,1,"F",
0.00,1.00,39125.00,149.00,134.00,52.00,0.00,67.00,47.00,30.00,"Northwest Airlines Inc.","NW","ABE","EWR",7,"715",1,2001,3,8,1,"F",
0.00,1.00,34800.00,142.00,113.00,90.00,400.00,67.00,44.00,17.00,"Delta Air Lines Inc.","DL","ABE","EWR",6,"655",1,2001,3,8,1,"F",
0.00,2.00,60420.00,248.00,208.00,0.00,1127.00,82.00,130.00,82.00,"Northwest Airlines Inc.","NW","ABE","LGA",6,"698",1,2001,3,8,1,"F",
0.00,1.00,49000.00,182.00,176.00,115.00,0.00,82.00,89.00,32.00,"United Air Lines Inc.","UA","ABE","LGA",6,"622",1,2001,3,8,1,"F",
0.00,1.00,36560.00,141.00,35.00,0.00,0.00,82.00,48.00,35.00,"United Air Lines Inc.","UA","ABE","LGA",7,"715",1,2001,3,8,1,"F",
0.00,1.00,48000.00,173.00,173.00,0.00,0.00,906.00,140.00,120.00,"Planet Airways","PLQ","ABE","MCO",7,"715",1,2001,3,8,2,"L",
0.00,1.00,25450.00,100.00,26.00,340.00,0.00,77.00,44.00,28.00,"Northwest Airlines Inc.","NW","ABE","MDT",6,"640",1,2001,3,8,1,"F",
0.00,6.00,190800.00,720.00,397.00,0.00,3096.00,654.00,700.00,605.00,"United Air Lines Inc.","UA","ABE","ORD",6,"619",1,2001,3,8,2,"F",
